title,year,genres,critics_score,audience_score
Blade Runner,1982,"['Sci-Fi', 'Mystery & Thriller']",89.0,91.0
Ratatouille,2007,"['Kids & Family', 'Comedy', 'Animation']",96.0,87.0
Red Rooms,2023,"['Mystery & Thriller', 'Crime', 'Drama']",96.0,76.0
Rosario,2025,"['Horror', 'Mystery & Thriller']",70.0,47.0
True Romance,1993,"['Crime', 'Drama', 'Romance']",93.0,93.0
Thor: Ragnarok,2017,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'Comedy']",93.0,87.0
She Rides Shotgun,2025,"['Action', 'Mystery & Thriller']",86.0,91.0
You Were Never Really Here,2017,"['Mystery & Thriller', 'Drama']",89.0,64.0
Chicken Run,2000,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",97.0,65.0
Reality,2023,"['Drama', 'Mystery & Thriller']",94.0,67.0
Casino Royale,2006,"['Action', 'Adventure', 'Mystery & Thriller']",94.0,90.0
Crazy Rich Asians,2018,"['Romance', 'Comedy']",91.0,76.0
Self Reliance,2023,"['Comedy', 'Mystery & Thriller']",73.0,57.0
Trick 'r Treat,2007,"['Holiday', 'Horror', 'Mystery & Thriller']",82.0,99.0
Halloween 5: The Revenge of Michael Myers,1989,"['Holiday', 'Horror']",11.0,36.0
Rear Window,1954,['Mystery & Thriller'],99.0,95.0
The Lord of the Rings: The Two Towers,2002,"['Fantasy', 'Adventure']",95.0,95.0
Run Rabbit Run,2023,"['Horror', 'Mystery & Thriller']",38.0,26.0
Pacific Rim,2013,"['Sci-Fi', 'Action', 'Adventure']",72.0,77.0
47 Ronin,2013,"['Adventure', 'Action', 'Fantasy', 'Drama']",16.0,48.0
Rocky,1976,['Drama'],93.0,69.0
Tomb Raider,2018,"['Adventure', 'Action']",52.0,55.0
The Greatest Beer Run Ever,2022,"['Drama', 'War']",43.0,91.0
Rango,2011,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",88.0,70.0
Escape Room,2019,"['Horror', 'Mystery & Thriller']",51.0,54.0
Joy Ride,2023,['Comedy'],90.0,81.0
Rogue One: A Star Wars Story,2016,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",84.0,87.0
Road House,2024,"['Action', 'Drama', 'Mystery & Thriller']",59.0,52.0
Red Sonja,2025,"['Adventure', 'Action', 'Fantasy']",56.0,55.0
Rush Hour,1998,"['Action', 'Comedy']",62.0,79.0
The Matrix Resurrections,2021,"['Sci-Fi', 'Action']",63.0,63.0
Halloween: Resurrection,2002,"['Holiday', 'Horror', 'Mystery & Thriller']",10.0,24.0
Jack Reacher,2012,"['Action', 'Mystery & Thriller']",64.0,67.0
Saving Private Ryan,1998,"['War', 'History', 'Drama']",94.0,95.0
Ready or Not,2019,"['Horror', 'Mystery & Thriller', 'Comedy']",89.0,78.0
Revenge,2017,['Mystery & Thriller'],92.0,61.0
Riff Raff,2024,"['Comedy', 'Crime', 'Mystery & Thriller']",55.0,58.0
Risen,2016,"['History', 'Drama']",53.0,70.0
Robin Hood,2018,"['Action', 'Adventure', 'Drama']",14.0,40.0
Aliens vs. Predator: Requiem,2007,"['Sci-Fi', 'Horror', 'Mystery & Thriller', 'Action']",12.0,30.0
A River Runs Through It,1992,['Drama'],80.0,83.0
The Reader,2008,"['Drama', 'Romance']",63.0,79.0
Blade Runner 2049,2017,"['Sci-Fi', 'Mystery & Thriller']",88.0,88.0
Hacksaw Ridge,2016,"['War', 'History', 'Drama', 'Biography']",84.0,92.0
Rocky IV,1985,['Drama'],39.0,80.0
First Reformed,2017,"['Mystery & Thriller', 'Drama']",94.0,69.0
The Art of Racing in the Rain,2019,"['Comedy', 'Drama']",44.0,96.0
Rush,2013,"['Drama', 'Action']",89.0,88.0
Ghost Rider,2007,"['Action', 'Fantasy']",28.0,48.0
Am I Racist?,2024,"['Comedy', 'Documentary']",56.0,96.0
Batman & Robin,1997,"['Action', 'Adventure', 'Fantasy']",11.0,16.0
A Walk to Remember,2002,"['Romance', 'Drama']",30.0,78.0
Red Notice,2021,"['Action', 'Comedy']",37.0,92.0
The Room,2003,['Drama'],24.0,47.0
At Close Range,1986,"['Crime', 'Drama']",87.0,78.0
Radio,2003,['Drama'],34.0,79.0
From Russia With Love,1963,"['Action', 'Adventure', 'Mystery & Thriller']",97.0,84.0
Blood Red Sky,2021,"['Horror', 'Mystery & Thriller']",81.0,58.0
A Nightmare on Elm Street 2: Freddy's Revenge,1985,['Horror'],46.0,33.0
Alien Resurrection,1997,"['Sci-Fi', 'Horror']",56.0,39.0
Roma,2018,['Drama'],96.0,72.0
The Assassination of Jesse James by the Coward Robert Ford,2007,"['Western', 'History', 'Drama']",76.0,75.0
The Thin Red Line,1998,"['War', 'History', 'Drama']",80.0,80.0
Rebecca,2020,"['Drama', 'Romance', 'Mystery & Thriller']",37.0,39.0
Robin Hood: Men in Tights,1993,['Comedy'],42.0,81.0
Repulsion,1965,['Horror'],96.0,86.0
Reagan,2024,"['Biography', 'Drama']",18.0,98.0
Rambling Rose,1991,"['Comedy', 'Drama']",100.0,57.0
Pale Rider,1985,['Western'],94.0,83.0
Romance,1999,['Drama'],49.0,45.0
The Rental,2020,"['Horror', 'Mystery & Thriller']",73.0,47.0
Rain Man,1988,['Drama'],88.0,90.0
The Remarkable Life of Ibelin,2024,"['Documentary', 'Biography']",97.0,95.0
Relic,2020,"['Horror', 'Drama']",92.0,51.0
Georgia Rule,2007,['Drama'],19.0,52.0
In the Realm of the Senses,1976,['Drama'],84.0,64.0
Role Models,2008,['Comedy'],77.0,74.0
Terminator 3: Rise of the Machines,2003,"['Sci-Fi', 'Action']",70.0,46.0
Blue Ruin,2013,"['Crime', 'Drama', 'Mystery & Thriller']",96.0,79.0
Batman Returns,1992,"['Action', 'Adventure', 'Fantasy']",82.0,73.0
Singin' in the Rain,1952,"['Musical', 'Comedy']",100.0,95.0
John Grisham's The Rainmaker,1997,['Drama'],82.0,78.0
Re-Animator,1985,"['Horror', 'Comedy']",90.0,82.0
The Road,2009,"['Drama', 'Mystery & Thriller', 'Sci-Fi']",74.0,68.0
"Red, White & Royal Blue",2023,"['Romance', 'Comedy']",75.0,92.0
Resident Evil,2002,"['Horror', 'Action']",36.0,67.0
"Love, Rosie",2014,"['Romance', 'Comedy']",32.0,64.0
birth/rebirth,2023,"['Horror', 'Mystery & Thriller', 'Sci-Fi']",95.0,73.0
Cha Cha Real Smooth,2022,"['Comedy', 'Drama']",85.0,61.0
Rob Peace,2024,"['Biography', 'Drama']",75.0,94.0
Wreck-It Ralph,2012,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",87.0,86.0
Mystic River,2003,"['Crime', 'Drama']",89.0,89.0
Robin Hood,2010,"['Adventure', 'Action', 'Drama', 'Fantasy']",43.0,58.0
Silent Hill: Revelation,2012,"['Horror', 'Fantasy', 'Mystery & Thriller']",8.0,35.0
Remember Me,2010,"['Romance', 'Drama']",26.0,69.0
Rogue Agent,2022,"['Crime', 'Drama', 'Mystery & Thriller']",72.0,66.0
Red Sparrow,2018,['Mystery & Thriller'],45.0,51.0
Return of the Jedi,1983,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",83.0,94.0
Would You Rather,2012,"['Horror', 'Mystery & Thriller']",61.0,37.0
The Matrix Reloaded,2003,"['Sci-Fi', 'Action']",74.0,72.0
William Shakespeare's Romeo & Juliet,1996,"['Romance', 'Drama']",74.0,77.0
Total Recall,1990,"['Sci-Fi', 'Action']",81.0,79.0
Turning Red,2022,"['Kids & Family', 'Comedy', 'Fantasy', 'Animation']",95.0,67.0
The Report,2019,"['Drama', 'Mystery & Thriller']",83.0,82.0
Room,2015,['Drama'],93.0,93.0
"I, Robot",2004,"['Sci-Fi', 'Action', 'Mystery & Thriller']",57.0,70.0
Jeepers Creepers: Reborn,2022,"['Horror', 'Action']",0.0,7.0
Righteous Kill,2008,"['Crime', 'Drama']",18.0,37.0
Lara Croft: Tomb Raider,2001,"['Adventure', 'Action', 'Fantasy']",21.0,47.0
Rise of the Planet of the Apes,2011,"['Sci-Fi', 'Action', 'Adventure']",82.0,77.0
Talladega Nights: The Ballad of Ricky Bobby,2006,['Comedy'],72.0,73.0
Raiders of the Lost Ark,1981,"['Adventure', 'Action']",94.0,96.0
A Room With a View,1986,['Drama'],100.0,85.0
The Ice Road,2021,"['Action', 'Mystery & Thriller']",43.0,31.0
Return to Sender,2015,"['Mystery & Thriller', 'Drama']",14.0,35.0
The School of Rock,2003,['Comedy'],92.0,64.0
The Mummy Returns,2001,"['Adventure', 'Action', 'Fantasy', 'Mystery & Thriller']",46.0,63.0
Revolutionary Road,2008,['Drama'],67.0,71.0
R.I.P.D.,2013,"['Action', 'Comedy', 'Fantasy']",13.0,38.0
Renfield,2023,"['Horror', 'Action', 'Comedy', 'Fantasy']",58.0,78.0
See How They Run,2022,"['Mystery & Thriller', 'Comedy']",75.0,69.0
White Boy Rick,2018,"['Crime', 'Drama', 'Biography']",56.0,51.0
The Rookie,2018,"['Crime', 'Drama', 'Action']",84.0,70.0
Transformers: Revenge of the Fallen,2009,"['Action', 'Adventure', 'Sci-Fi']",19.0,57.0
Wallace & Gromit: The Curse of the Were-Rabbit,2005,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",95.0,79.0
Reunion,2024,"['Comedy', 'Mystery & Thriller']",40.0,51.0
Isn't It Romantic,2019,"['Romance', 'Comedy', 'Fantasy']",70.0,51.0
Saban's Power Rangers,2017,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",51.0,65.0
Resident Evil: Welcome to Raccoon City,2021,"['Horror', 'Action']",30.0,65.0
Glengarry Glen Ross,1992,['Drama'],95.0,88.0
Pacific Rim Uprising,2018,"['Sci-Fi', 'Action', 'Adventure', 'Fantasy']",42.0,37.0
The Raid: Redemption,2011,['Action'],87.0,87.0
Ran,1985,"['History', 'Drama']",96.0,95.0
Return to Oz,1985,"['Kids & Family', 'Fantasy']",59.0,71.0
Jack Reacher: Never Go Back,2016,"['Action', 'Mystery & Thriller']",37.0,42.0
Anchorman: The Legend of Ron Burgundy,2004,['Comedy'],66.0,86.0
Speed Racer,2008,"['Action', 'Adventure', 'Comedy']",42.0,60.0
Panic Room,2002,['Mystery & Thriller'],76.0,64.0
Ralph Breaks the Internet,2018,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",88.0,64.0
Riders of Justice,2020,"['Action', 'Mystery & Thriller', 'Comedy']",96.0,89.0
Rings,2017,"['Horror', 'Mystery & Thriller']",8.0,23.0
Retribution,2023,"['Action', 'Mystery & Thriller']",30.0,67.0
825 Forest Road,2025,['Horror'],33.0,43.0
Joy Ride,2001,['Mystery & Thriller'],74.0,66.0
Rush Hour 3,2007,"['Action', 'Comedy']",17.0,63.0
The Royal Tenenbaums,2001,"['Comedy', 'Drama']",81.0,89.0
Rye Lane,2023,"['Romance', 'Comedy', 'Drama']",98.0,85.0
Running on Empty,2024,"['Romance', 'Comedy']",16.0,64.0
High Rollers,2025,"['Action', 'Mystery & Thriller']",20.0,79.0
The Last Rifleman,2023,['Drama'],71.0,88.0
The Longest Ride,2015,"['Drama', 'Romance']",31.0,71.0
Rambo: Last Blood,2019,['Action'],26.0,81.0
R-Point,2004,"['Horror', 'Action', 'War']",50.0,65.0
300: Rise of an Empire,2014,"['Action', 'Adventure', 'Drama']",45.0,51.0
Colors of Evil: Red,2024,"['Crime', 'Drama', 'Mystery & Thriller']",80.0,54.0
Raging Bull,1980,"['Biography', 'Drama']",92.0,93.0
Red Lights,2012,['Mystery & Thriller'],30.0,36.0
Another Round,2020,"['Comedy', 'Drama']",93.0,90.0
Bad Times at the El Royale,2018,"['Mystery & Thriller', 'Crime', 'Drama']",75.0,75.0
Roald Dahl's Matilda the Musical,2022,"['Kids & Family', 'Musical', 'Comedy', 'Drama', 'Fantasy']",93.0,72.0
Battle Royale,2000,"['Mystery & Thriller', 'Action', 'Comedy']",90.0,89.0
Ricky Stanicky,2024,"['Comedy', 'Fantasy']",45.0,69.0
Roar,1981,['Adventure'],72.0,52.0
Meet the Robinsons,2007,"['Kids & Family', 'Adventure', 'Comedy', 'Animation']",68.0,74.0
RoboCop,1987,"['Sci-Fi', 'Action']",92.0,84.0
The Replacements,2000,['Comedy'],41.0,66.0
Rio,2011,"['Kids & Family', 'Comedy', 'Adventure', 'Musical', 'Animation']",72.0,71.0
The Ring Two,2005,"['Horror', 'Mystery & Thriller']",21.0,33.0
Hotel Rwanda,2004,"['Biography', 'History', 'Drama']",91.0,94.0
Rebecca,1940,['Mystery & Thriller'],98.0,92.0
The Matrix Revolutions,2003,"['Sci-Fi', 'Action']",33.0,60.0
The Wind Rises,2013,"['History', 'Drama', 'Biography', 'Anime']",88.0,85.0
Ratcatcher,1999,['Drama'],87.0,86.0
Moulin Rouge,2001,"['Musical', 'Drama']",75.0,89.0
The Rock,1996,['Action'],67.0,85.0
The Rescue,2021,"['Documentary', 'Drama', 'Mystery & Thriller']",96.0,99.0
Super/Man: The Christopher Reeve Story,2024,"['Documentary', 'Biography']",98.0,98.0
The Little Rascals,1994,"['Kids & Family', 'Comedy']",21.0,70.0
Risky Business,1983,['Comedy'],93.0,73.0
Rambo,2008,"['Action', 'Adventure']",38.0,69.0
Who Framed Roger Rabbit,1988,['Comedy'],96.0,85.0
Red Eye,2005,['Mystery & Thriller'],80.0,64.0
Tom Clancy's Without Remorse,2021,"['Action', 'Mystery & Thriller']",45.0,41.0
Rampage,2018,"['Action', 'Adventure', 'Sci-Fi']",51.0,71.0
Ma Rainey's Black Bottom,2020,"['History', 'Drama', 'Music']",97.0,72.0
Repo! The Genetic Opera,2008,"['Horror', 'Musical']",37.0,73.0
Rare Exports: A Christmas Tale,2010,"['Holiday', 'Adventure', 'Horror', 'Comedy']",89.0,70.0
Road to Perdition,2002,"['Crime', 'Drama']",82.0,86.0
The Talented Mr. Ripley,1999,"['Crime', 'Drama', 'Mystery & Thriller']",85.0,80.0
The Ruins,2008,"['Horror', 'Mystery & Thriller']",52.0,30.0
Mechanic: Resurrection,2016,"['Action', 'Adventure', 'Mystery & Thriller']",30.0,40.0
Eli Roth Presents: Jimmy and Stiggs,2024,"['Horror', 'Sci-Fi', 'Comedy']",63.0,50.0
The Front Room,2024,"['Horror', 'Mystery & Thriller']",40.0,42.0
On the Rocks,2020,['Comedy'],87.0,50.0
King Richard,2021,"['Biography', 'Drama']",90.0,98.0
The Royal Hotel,2023,"['Mystery & Thriller', 'Drama']",89.0,37.0
Hannibal Rising,2007,"['Mystery & Thriller', 'Drama']",16.0,55.0
Rise of the Guardians,2012,"['Kids & Family', 'Adventure', 'Fantasy', 'Animation']",75.0,80.0
The Hunt for Red October,1990,"['Mystery & Thriller', 'Action', 'Adventure']",88.0,88.0
Rambo: First Blood Part II,1985,"['Action', 'Adventure', 'Mystery & Thriller']",33.0,60.0
Mission: Impossible - Rogue Nation,2015,"['Action', 'Adventure', 'Mystery & Thriller']",94.0,87.0
Hot Rod,2007,"['Comedy', 'Action']",39.0,64.0
Get Rich or Die Tryin',2005,"['Crime', 'Drama']",17.0,70.0
Runaway Bride,1999,"['Romance', 'Comedy']",45.0,52.0
Raising Arizona,1987,['Comedy'],91.0,85.0
Escape Room: Tournament of Champions,2021,"['Horror', 'Mystery & Thriller']",52.0,75.0
Jaws the Revenge,1987,"['Mystery & Thriller', 'Horror', 'Adventure']",2.0,15.0
Total Recall,2012,"['Sci-Fi', 'Action', 'Adventure']",30.0,47.0
Red,2010,"['Action', 'Comedy']",72.0,72.0
Ghost Rider: Spirit of Vengeance,2011,"['Action', 'Fantasy']",18.0,31.0
The Wedding Ringer,2015,['Comedy'],29.0,63.0
Midnight Run,1988,"['Comedy', 'Action']",95.0,87.0
"Roman J. Israel, Esq.",2017,"['Crime', 'Drama', 'Mystery & Thriller']",55.0,57.0
Christopher Robin,2018,"['Kids & Family', 'Comedy', 'Adventure', 'Fantasy']",73.0,83.0
Minions: The Rise of Gru,2022,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",69.0,89.0
What Remains,2022,['Drama'],60.0,70.0
Raymond & Ray,2022,"['Comedy', 'Drama']",49.0,56.0
Rocketman,2019,"['Musical', 'Biography', 'Drama', 'LGBTQ+']",89.0,88.0
Cool Runnings,1993,"['Comedy', 'Drama']",75.0,81.0
Fast Times at Ridgemont High,1982,['Comedy'],78.0,80.0
The Rookie,1990,['Action'],31.0,36.0
Ronin,1998,"['Action', 'Crime', 'Drama', 'Mystery & Thriller']",69.0,80.0
The Raven,2012,['Mystery & Thriller'],22.0,46.0
Rebel Moon - Part One: Director's Cut,2024,"['Sci-Fi', 'Action', 'Adventure']",53.0,73.0
Boiler Room,2000,"['Drama', 'Mystery & Thriller']",66.0,78.0
Mad Max 2: The Road Warrior,1981,"['Action', 'Adventure']",93.0,86.0
Batman: Under the Red Hood,2010,"['Action', 'Adventure', 'Animation']",100.0,92.0
Run Hide Fight,2020,"['Drama', 'Action']",30.0,93.0
Ray,2004,"['Biography', 'History', 'Drama', 'Music']",79.0,87.0
Rubber,2010,"['Comedy', 'Horror']",66.0,46.0
Red Riding: 1974,2009,"['Crime', 'Drama', 'Mystery & Thriller']",100.0,75.0
Rec 2,2009,"['Horror', 'Mystery & Thriller', 'Action']",67.0,60.0
Empire Records,1995,['Drama'],35.0,83.0
Runaway Jury,2003,"['Mystery & Thriller', 'Drama']",73.0,75.0
The Hot Rock,1972,['Comedy'],82.0,67.0
How to Rob a Bank,2024,"['Documentary', 'Action', 'Crime', 'Drama']",100.0,73.0
The Gold Rush,1925,"['Comedy', 'Drama', 'Adventure']",98.0,93.0
August Rush,2007,"['Kids & Family', 'Drama', 'Adventure', 'Musical', 'Fantasy']",36.0,82.0
The Lone Ranger,2013,"['Western', 'Action', 'Adventure']",31.0,51.0
The Rat Catcher,2023,"['Comedy', 'Animation', 'Drama']",100.0,61.0
Do Revenge,2022,"['Comedy', 'Mystery & Thriller']",86.0,77.0
Rush Hour 2,2001,"['Action', 'Comedy']",50.0,74.0
Rat Race,2001,"['Comedy', 'Action']",44.0,64.0
Rocky Balboa,2006,['Drama'],78.0,77.0
Rounders,1998,['Drama'],64.0,87.0
Revelations,2025,"['Mystery & Thriller', 'Horror', 'Crime', 'Drama']",68.0,62.0
Picnic at Hanging Rock,1975,"['Mystery & Thriller', 'Drama']",92.0,84.0
Reign of Fire,2002,"['Fantasy', 'Adventure', 'Action', 'Sci-Fi']",41.0,49.0
Rumor Has It ...,2005,['Comedy'],21.0,41.0
Sniper: The White Raven,2022,"['War', 'Action', 'Drama']",72.0,73.0
Queen of the Ring,2024,"['Biography', 'Drama', 'Sports']",73.0,88.0
Arlington Road,1999,['Mystery & Thriller'],62.0,74.0
Ultraman: Rising,2024,"['Kids & Family', 'Adventure', 'Action', 'Sci-Fi', 'Fantasy', 'Animation', 'Anime']",86.0,91.0
Resident Evil: Apocalypse,2004,"['Horror', 'Action']",18.0,60.0
High-Rise,2015,"['Comedy', 'Drama', 'Horror']",60.0,38.0
The Poison Rose,2019,['Mystery & Thriller'],0.0,21.0
I'll Be Right There,2024,"['Comedy', 'Drama']",86.0,60.0
Europa Report,2013,"['Sci-Fi', 'Mystery & Thriller']",81.0,57.0
Daniel Isn't Real,2019,"['Horror', 'Mystery & Thriller']",84.0,56.0
Superman Returns,2006,"['Adventure', 'Action', 'Sci-Fi', 'Fantasy']",72.0,60.0
Roman Holiday,1953,"['Romance', 'Comedy']",96.0,93.0
Reds,1981,['Drama'],90.0,82.0
Rambo III,1988,"['Action', 'Adventure']",41.0,45.0
The Rundown,2003,"['Adventure', 'Action', 'Comedy']",69.0,66.0
A Night at the Roxbury,1998,['Comedy'],11.0,69.0
The Name of the Rose,1986,['Mystery & Thriller'],72.0,85.0
Robin Hood: Prince of Thieves,1991,"['Adventure', 'Action', 'Drama']",51.0,72.0
Jesus Revolution,2023,"['Drama', 'History']",54.0,99.0
Rumours,2024,"['Comedy', 'Horror']",75.0,29.0
Red Rocket,2021,"['Comedy', 'Drama']",90.0,75.0
Casino Royale,1967,['Comedy'],26.0,34.0
Road House,1989,"['Action', 'Mystery & Thriller']",44.0,67.0
RV,2006,"['Kids & Family', 'Comedy']",23.0,46.0
The Ravenous,2017,"['Horror', 'Mystery & Thriller']",88.0,58.0
Robots,2005,"['Kids & Family', 'Comedy', 'Sci-Fi', 'Animation']",64.0,54.0
Rocky II,1979,['Drama'],70.0,82.0
Lars and the Real Girl,2007,"['Comedy', 'Drama', 'Romance']",81.0,84.0
Rocky III,1982,['Drama'],65.0,74.0
G.I. Joe: The Rise of Cobra,2009,"['Action', 'Adventure']",33.0,50.0
Mary Poppins Returns,2018,"['Kids & Family', 'Musical', 'Fantasy', 'Adventure']",79.0,65.0
Red Riding Hood,2011,"['Horror', 'Mystery & Thriller', 'Fantasy', 'Romance']",10.0,39.0
Rebel Moon: Part Two - The Scargiver,2024,"['Sci-Fi', 'Action', 'Adventure', 'Drama', 'Fantasy']",16.0,47.0
The Lost City of Z,2016,"['Adventure', 'History', 'Drama', 'Biography']",85.0,58.0
Demon City,2025,"['Action', 'Adventure', 'Fantasy', 'Crime', 'Drama', 'Mystery & Thriller']",50.0,50.0
The Reluctant Fundamentalist,2012,['Drama'],56.0,61.0
Descendants: The Rise of Red,2024,"['Kids & Family', 'Musical', 'Fantasy', 'Adventure']",57.0,43.0
City of Ember,2008,"['Kids & Family', 'Fantasy', 'Adventure']",53.0,46.0
City of God,2002,"['Crime', 'Drama']",91.0,97.0
Porco Rosso,1992,"['Fantasy', 'Anime']",96.0,87.0
The Roundup,2022,"['Action', 'Crime', 'Drama']",96.0,100.0
City of Men,2007,"['Drama', 'Crime']",74.0,78.0
Godzilla: City on the Edge of Battle,2018,"['Action', 'Adventure', 'Sci-Fi', 'Anime']",60.0,34.0
Fantastic Four: Rise of the Silver Surfer,2007,"['Sci-Fi', 'Action', 'Adventure', 'Fantasy']",38.0,51.0
The Mortal Instruments: City of Bones,2013,"['Fantasy', 'Action', 'Adventure']",13.0,58.0
City of the Living Dead,1980,['Horror'],41.0,56.0
Sin City,2005,"['Action', 'Crime', 'Drama', 'Fantasy']",76.0,78.0
Ransom,1996,['Mystery & Thriller'],74.0,63.0
New Jack City,1991,"['Crime', 'Drama']",81.0,80.0
Detroit Rock City,1999,['Comedy'],51.0,82.0
Replicas,2018,"['Sci-Fi', 'Mystery & Thriller', 'Drama']",9.0,33.0
Sex and the City 2,2010,"['Romance', 'Comedy']",16.0,43.0
Crescent City,2024,"['Crime', 'Drama', 'Mystery & Thriller']",14.0,21.0
City of Life and Death,2009,"['History', 'Drama', 'War']",92.0,86.0
Ravenous,1999,['Horror'],52.0,78.0
City of Angels,1998,['Romance'],57.0,82.0
The City,1998,['Drama'],83.0,100.0
Sex and the City,1998,['Comedy'],50.0,77.0
City Slickers,1991,['Comedy'],87.0,65.0
Asphalt City,2023,"['Mystery & Thriller', 'Drama']",46.0,55.0
Sex and the City,2008,"['Romance', 'Comedy']",50.0,77.0
The City of Lost Children,1995,['Fantasy'],80.0,90.0
Broken City,2013,"['Crime', 'Drama', 'Mystery & Thriller']",26.0,40.0
Charm City Kings,2020,['Drama'],79.0,67.0
The Radleys,2024,"['Horror', 'Comedy']",69.0,32.0
Fat City,1972,['Drama'],100.0,83.0
A City of Sadness,1989,['Drama'],100.0,90.0
"Rome, Open City",1945,['Drama'],100.0,92.0
City on Fire,1987,"['Action', 'Crime', 'Drama', 'Mystery & Thriller']",88.0,75.0
Prince of the City,1981,"['Crime', 'Drama']",93.0,81.0
Occupied City,2023,"['Documentary', 'History', 'War']",72.0,59.0
Murder at Yellowstone City,2022,['Action'],24.0,50.0
"Bright Lights, Big City",1988,['Drama'],57.0,38.0
Knuckle City,2019,"['Crime', 'Drama']",100.0,80.0
City of Dreams,2024,"['Crime', 'Drama', 'Mystery & Thriller']",52.0,91.0
My Spy: The Eternal City,2024,"['Comedy', 'Action']",23.0,35.0
City Hunter,2024,['Drama'],59.0,81.0
Paradise City,2022,"['Action', 'Mystery & Thriller']",14.0,21.0
Robin Hood,1973,"['Kids & Family', 'Adventure', 'Animation']",58.0,81.0
City Hall,1996,"['Drama', 'Mystery & Thriller']",60.0,38.0
City of Lies,2018,"['Crime', 'Drama', 'Mystery & Thriller']",50.0,83.0
Kansas City Confidential,1952,"['Crime', 'Drama']",79.0,76.0
Valerian and the City of a Thousand Planets,2017,"['Sci-Fi', 'Adventure', 'Action']",47.0,53.0
City Lights,1931,"['Comedy', 'Drama', 'Romance']",95.0,95.0
The Crow: City of Angels,1996,['Fantasy'],16.0,40.0
Frank Miller's Sin City: A Dame to Kill For,2014,"['Action', 'Crime', 'Drama', 'Mystery & Thriller']",42.0,44.0
Rosemary's Baby,2014,['Horror'],97.0,87.0
Red Dawn,1984,"['Action', 'Adventure']",48.0,65.0
The Roommate,2011,"['Mystery & Thriller', 'Drama']",3.0,27.0
The Bridge on the River Kwai,1957,"['War', 'Drama']",96.0,93.0
City by the Sea,2002,"['Crime', 'Drama']",49.0,40.0
KOKOMO CITY,2023,"['Documentary', 'LGBTQ+']",99.0,71.0
Resident Evil: The Final Chapter,2016,"['Horror', 'Action']",38.0,47.0
Ron's Gone Wrong,2021,"['Kids & Family', 'Comedy', 'Animation']",82.0,94.0
The Rookie,2002,['Drama'],84.0,70.0
Atlantic City,1980,"['Comedy', 'Drama']",100.0,78.0
Rust Creek,2018,"['Mystery & Thriller', 'Horror', 'Drama']",85.0,61.0
City Island,2009,['Comedy'],83.0,80.0
Babe: Pig in the City,1998,"['Kids & Family', 'Comedy', 'Drama', 'Fantasy']",67.0,40.0
City of Ghosts,2002,"['Crime', 'Drama']",48.0,46.0
The Return of the Texas Chainsaw Massacre,1995,['Horror'],16.0,18.0
City of Ghosts,2017,"['Documentary', 'War']",98.0,83.0
Asteroid City,2023,"['Comedy', 'Drama', 'Romance']",76.0,62.0
The Lost City,2022,"['Romance', 'Comedy', 'Adventure', 'Action']",78.0,83.0
Fabricated City,2017,"['Action', 'Mystery & Thriller']",71.0,75.0
Violent City (The Family)(Città violenta),1970,[],40.0,46.0
Fear City,1984,"['Crime', 'Drama']",69.0,34.0
City Hall,2020,['Documentary'],98.0,67.0
John Mulaney: Kid Gorgeous at Radio City,2018,"['Comedy', 'Stand-Up']",100.0,91.0
Beautiful City,2004,['Drama'],92.0,92.0
Gun City,2018,"['History', 'Drama']",71.0,46.0
Cry of the City,1948,"['Crime', 'Drama']",93.0,86.0
The Hero of Color City,2014,"['Kids & Family', 'Adventure', 'Animation']",30.0,45.0
Bad City,2022,"['Action', 'Crime', 'Mystery & Thriller']",77.0,76.0
City Hunter,1993,['Action'],50.0,60.0
Windy City Heat,2003,['Comedy'],50.0,82.0
Police Academy 6: City Under Siege,1989,['Comedy'],0.0,28.0
City of the Walking Dead,1980,['Horror'],40.0,40.0
Asura: The City of Madness,2016,"['Crime', 'Drama', 'Mystery & Thriller', 'Action']",73.0,79.0
Caterina in the Big City,2003,['Comedy'],90.0,77.0
The Lost City,2005,"['Drama', 'History']",25.0,64.0
The City of Violence,2006,"['Action', 'Crime', 'Drama']",100.0,71.0
City of Women,1980,"['Comedy', 'Drama', 'Fantasy']",68.0,75.0
Sound City,2013,"['Documentary', 'Music']",100.0,90.0
City of Joy,2016,['Documentary'],100.0,71.0
City of Industry,1997,"['Crime', 'Drama']",43.0,40.0
City of Joy,1992,['Drama'],56.0,74.0
City of Hope,1991,['Drama'],95.0,83.0
Dodge City,1939,['Western'],100.0,75.0
City of Tiny Lights,2016,"['Crime', 'Drama', 'Mystery & Thriller']",61.0,40.0
City of Gold,2015,"['Documentary', 'Biography']",89.0,81.0
The Phenix City Story,1955,['Drama'],100.0,74.0
Mad City,1997,"['Drama', 'Mystery & Thriller']",30.0,42.0
